"quartile.25.","quartile.50.","quartile.75.","quartile.100.","mean","sd","bases","data","log.1.quartile.25.","log.1.quartile.50.","log.1.quartile.75.","log.1.quartile.100.","log.1.mean","log.1.sd","log.1.bases","log.1.data","log.quartile.75.","log.quartile.100.","log.mean","log.sd","log.bases","log.data","log.log.quartile.100.","log.log.mean","log.log.sd","log.log.bases","log.log.data"
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr12:145739-7189876",0,1,3,894,4.207306303,17.31565863,7044137,321979,0,0.693147181,1.386294361,6.796823718,1.650062698,2.907756357,15.76770634,12.68224471,1.098612289,6.795705775,1.43682261,2.851611215,15.7677062,12.68224161,1.916290909,0.362434155,1.047884173,2.757963937,2.540202716
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr12:66500000-109373470",0,0,2,1037,1.897826581,10.40632793,42873470,959783,0,0,1.098612289,6.945051064,1.063961001,2.434168283,17.5737638,13.77446354,0.693147181,6.944087208,0.640709327,2.342414076,17.57376378,13.7744625,1.937890536,-0.445179393,0.851182054,2.866407095,2.622816334
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr14:19050000-107289540",0,0,2,1023,2.367433477,12.78685326,88239540,2385457,0,0,1.098612289,6.931471806,1.214150875,2.623715475,18.29556573,14.6849017,0.693147181,6.930494766,0.861806447,2.548417554,18.29556572,14.68490128,1.935931205,-0.148724573,0.935472599,2.90665872,2.686819842
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr16:46510000-88389383",0,1,2,1153,3.011596136,14.38415053,41879383,1422121,0,0.693147181,1.098612289,7.050989447,1.389189201,2.733337793,17.55030424,14.16766068,0.693147181,7.05012252,1.102470216,2.666126943,17.55030421,14.16765998,1.953044995,0.097553313,0.980626836,2.865071284,2.650961901
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr1:206482221-223747846",0,1,2,642,2.631130179,12.7244501,17265625,512903,0,0.693147181,1.098612289,6.466144724,1.289543944,2.619178921,16.66422815,13.14784397,0.693147181,6.464588304,0.96741348,2.543525348,16.66422809,13.14784202,1.866339329,-0.033129285,0.933551051,2.813264391,2.57625764
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr22:20700000-50364777",0,1,3,982,4.353114773,17.77001336,29664777,1408338,0,0.693147181,1.386294361,6.89060912,1.677678592,2.932260563,17.20547097,14.15792155,1.098612289,6.889591308,1.470891629,2.877512394,17.20547094,14.15792084,1.930011767,0.385868767,1.056926169,2.845227411,2.650274244
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr2:162200000-234003741",0,0,2,1139,2.108566001,11.47538492,71803741,1757033,0,0,1.098612289,7.038783541,1.134161527,2.523757496,18.08944715,14.37913772,0.693147181,7.037905963,0.746008096,2.440204299,18.08944714,14.37913715,1.951310678,-0.293018826,0.892081765,2.895328737,2.665778347
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr3:60000-66170270",0,1,2,1065,2.473840887,12.25152035,66110270,1900622,0,0.693147181,1.098612289,6.971668605,1.245260866,2.584112289,18.00683468,14.45769229,0.693147181,6.970730078,0.905771958,2.505650039,18.00683466,14.45769176,1.941719965,-0.098967707,0.918548198,2.890751389,2.671226575
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr6:60000-58087659",0,0,2,851,2.377351635,11.74717076,58027659,1583795,0,0,1.098612289,6.747586527,1.217091862,2.545309345,17.87643035,14.27533506,0.693147181,6.746412129,0.86598711,2.463612425,17.87643033,14.27533442,1.909010827,-0.143885255,0.901628738,2.883483104,2.658533183
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr8:48135599-86500000",0,0,1,714,1.358557403,7.403672817,38364401,667413,0,0,0.693147181,6.572282543,0.858050162,2.12866885,17.46264056,13.41116582,0,6.570882962,0.306423404,2.001976204,17.46264053,13.41116432,1.882648217,-1.182787461,0.694134795,2.860063772,2.596087519
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr8:87000000-142766515",0,0,2,941,2.115969,10.51387372,55766515,1395589,0,0,1.098612289,6.848005275,1.136540179,2.443552719,17.83668418,14.14882782,0.693147181,6.84694314,0.749512864,2.352695692,17.83668416,14.14882711,1.923802296,-0.288331798,0.855561774,2.881257244,2.649631731
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chrX:37148256-49242997",0,0,2,546,1.917939872,8.864585586,12094741,288566,0,0,1.098612289,6.304448802,1.070877844,2.28895113,16.30828137,12.57268257,0.693147181,6.302618976,0.651251626,2.182064191,16.30828129,12.57267911,1.840965257,-0.428859189,0.780271305,2.791673033,2.531526135
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr10:51448845-125869472",0,1,3,1481,3.52018945,18.76396586,74420627,2724797,0,0.693147181,1.386294361,7.301147806,1.508553907,2.983860374,18.12524372,14.81790485,1.098612289,7.300472814,1.258514809,2.931938321,18.12524371,14.81790449,1.987939115,0.229932303,1.075663747,2.897305646,2.695836212
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr12:145739-7189876",0,2,4,1192,6.040314804,25.47710296,7044137,417232,0,1.098612289,1.609437912,7.084226422,1.951652886,3.27628032,15.76770634,12.9414001,1.386294361,7.083387848,1.79845613,3.237780126,15.7677062,12.9413977,1.957752303,0.586928592,1.174887949,2.757963937,2.560431297
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr12:66500000-109373470",0,0,2,1453,2.657898859,15.50867641,42873470,1216016,0,0,1.098612289,7.282073658,1.2968889,2.803886086,17.5737638,14.01109132,0.693147181,7.281385664,0.977535908,2.741399636,17.57376378,14.0110905,1.985321182,-0.022720253,1.008468606,2.866407095,2.639849195
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr14:19050000-107289540",0,1,2,1534,3.434250349,19.41158952,88239540,3134275,0,0.693147181,1.098612289,7.33628566,1.489358571,3.016102853,18.29556573,14.95790876,0.693147181,7.335633982,1.233798663,2.965870286,18.29556572,14.95790845,1.99274384,0.210097754,1.087170509,2.90665872,2.705240153
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr16:46510000-88389383",0,1,3,1597,4.170156327,20.96147564,41879383,1802926,0,0.693147181,1.386294361,7.376508126,1.642902925,3.089289811,17.55030424,14.40492201,1.098612289,7.375882148,1.427953524,3.04268626,17.55030421,14.40492146,1.998215508,0.356242317,1.112740763,2.865071284,2.667569916
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr1:206482221-223747846",0,1,2,920,3.427059779,17.43177843,17265625,614579,0,0.693147181,1.098612289,6.825460036,1.487735657,2.914076264,16.66422815,13.32869439,0.693147181,6.82437367,1.231702686,2.858294887,16.66422809,13.32869276,1.920500567,0.20839751,1.050225254,2.813264391,2.589919062
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr22:20700000-50364777",0,2,5,1458,6.401972683,26.8498169,29664777,1869219,0,1.098612289,1.791759469,7.285506549,2.001746543,3.326826392,17.20547097,14.44103179,1.609437912,7.284820913,1.856606175,3.290259002,17.20547094,14.44103125,1.985792856,0.618750184,1.190966286,2.845227411,2.670073547
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr2:162200000-234003741",0,0,2,1185,2.82513464,15.54307432,71803741,2165614,0,0,1.098612289,7.07834158,1.341593667,2.805967544,18.08944715,14.58821494,0.693147181,7.077498054,1.038556024,2.743615158,18.08944714,14.58821448,1.956920463,0.03783131,1.009276452,2.895328737,2.680213975
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr3:60000-66170270",0,1,3,1553,3.398183187,17.90051617,66110270,2386336,0,0.693147181,1.386294361,7.348587531,1.481191544,2.939189232,18.00683468,14.68527011,1.098612289,7.347943823,1.223240932,2.884829548,18.00683466,14.68526969,1.994420522,0.201503838,1.059465816,2.890751389,2.68684493
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr6:60000-58087659",0,1,2,1161,3.285192928,16.93226882,58027659,1999541,0,0.693147181,1.098612289,7.057897937,1.455165575,2.886601817,17.87643035,14.50842871,0.693147181,7.057036982,1.18942538,2.829221199,17.87643033,14.50842821,1.954025272,0.173470317,1.040001479,2.883483104,2.674729737
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr8:48135599-86500000",0,0,2,1363,1.965043531,11.83066262,38364401,877581,0,0,1.098612289,7.218176838,1.086891714,2.551837824,17.46264056,13.68492568,0.693147181,7.217443432,0.675514398,2.470694688,17.46264053,13.68492454,1.976500795,-0.392280807,0.904499361,2.860063772,2.616294828
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chr8:87000000-142766515",0,1,2,1183,2.969417311,15.63294372,55766515,1783384,0,0.693147181,1.098612289,7.076653815,1.378619311,2.81138529,17.83668418,14.3940238,0.693147181,7.075808864,1.088365742,2.749380465,17.83668416,14.39402324,1.956681764,0.084677252,1.011375601,2.881257244,2.666813068
"ATAC_JV_adipose/samples/ND2/MSC83/problems/chrX:37148256-49242997",0,1,2,835,2.73254111,14.25015116,12094741,369344,0,0.693147181,1.098612289,6.728628613,1.317089264,2.724589415,16.30828137,12.81948645,0.693147181,6.727431725,1.005231986,2.656767515,16.30828129,12.81948374,1.906193455,0.005218347,0.977110164,2.791673033,2.550966181
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr10:51448845-125869472",0,1,2,752,2.41780344,10.00714222,74420627,2229774,0,0.693147181,1.098612289,6.624065228,1.228998076,2.398544354,18.12524372,14.61741124,0.693147181,6.622736324,0.882859459,2.30329906,18.12524371,14.61741079,1.890508627,-0.124589254,0.834342469,2.897305646,2.682213338
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr12:145739-7189876",0,1,3,632,3.686389546,13.81845187,7044137,305831,0,0.693147181,1.386294361,6.450470422,1.544662466,2.695873152,15.76770634,12.63079121,1.098612289,6.448889394,1.304647536,2.626004791,15.7677062,12.63078794,1.863907929,0.265932917,0.9654636,2.757963937,2.536137321
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr12:66500000-109373470",0,1,2,652,1.969304164,8.437315367,42873470,1074089,0,0.693147181,1.098612289,6.481577129,1.088327637,2.244671551,17.5737638,13.88698435,0.693147181,6.480044562,0.677680264,2.132664174,17.57376378,13.88698342,1.868727387,-0.389079689,0.757371984,2.866407095,2.630951957
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr14:19050000-107289540",0,1,2,816,2.315387626,10.48155406,88239540,2517012,0,0.693147181,1.098612289,6.705639095,1.198574548,2.440741753,18.29556573,14.73858344,0.693147181,6.704414355,0.839577114,2.349616956,18.29556572,14.73858304,1.902766168,-0.174856949,0.854252317,2.90665872,2.690468752
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr16:46510000-88389383",0,1,2,787,2.813666787,11.15181061,41879383,1443291,0,0.693147181,1.098612289,6.66949809,1.338591138,2.49747818,17.55030424,14.18243717,0.693147181,6.668228248,1.034488539,2.411601871,17.55030421,14.18243648,1.897354195,0.033907139,0.880291204,2.865071284,2.652004331
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr1:206482221-223747846",0,1,2,457,2.417045314,9.371008067,17265625,517961,0,0.693147181,1.098612289,6.126869184,1.228776234,2.339014227,16.66422815,13.15765716,0.693147181,6.124683391,0.88254585,2.237620675,16.66422809,13.15765523,1.812327064,-0.124944537,0.805413103,2.813264391,2.577003736
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr22:20700000-50364777",0,1,3,837,3.906778601,14.16117949,29664777,1363164,0,0.693147181,1.386294361,6.7310181,1.590617637,2.71873818,17.20547097,14.12531976,1.098612289,6.72982407,1.362713147,2.650504382,17.20547094,14.12531903,1.906549002,0.309477674,0.974749955,2.845227411,2.647968863
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr2:162200000-234003741",0,1,2,650,2.053105172,8.391303256,71803741,1873890,0,0.693147181,1.098612289,6.478509642,1.116159162,2.239784075,18.08944715,14.44352758,0.693147181,6.476972363,0.719353365,2.127195843,18.08944714,14.44352704,1.868253173,-0.329402575,0.754804607,2.895328737,2.670246359
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr3:60000-66170270",0,1,2,881,2.419277716,9.921517561,66110270,1996781,0,0.693147181,1.098612289,6.782192056,1.229429335,2.390734931,18.00683468,14.50704744,0.693147181,6.781057626,0.883469031,2.29470589,18.00683466,14.50704694,1.914133082,-0.12389904,0.830604683,2.890751389,2.674634527
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr6:60000-58087659",0,1,2,655,2.364194272,9.655452901,58027659,1688518,0,0.693147181,1.098612289,6.486160789,1.213188491,2.366071771,17.87643035,14.33936237,0.693147181,6.484635236,0.860437275,2.267522823,17.87643033,14.33936178,1.869435569,-0.150314559,0.818687968,2.883483104,2.663008328
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr8:48135599-86500000",0,0,2,777,1.514828943,6.287981534,38364401,785382,0,0,1.098612289,6.656726524,0.922204786,1.986226626,17.46264056,13.57392678,0.693147181,6.65544035,0.415302523,1.838640118,17.46264053,13.5739255,1.895434618,-0.878748052,0.609026232,2.860063772,2.60815071
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chr8:87000000-142766515",0,1,2,619,2.109478851,8.34541882,55766515,1503126,0,0.693147181,1.098612289,6.429719478,1.13445514,2.234886257,17.83668418,14.22305816,0.693147181,6.428105273,0.746440927,2.121712744,17.83668416,14.2230575,1.860679825,-0.292438798,0.752223661,2.881257244,2.654864415
"ATAC_JV_adipose/samples/ND2/MSC91/problems/chrX:37148256-49242997",0,1,2,474,1.997968787,7.685645732,12094741,317013,0,0.693147181,1.098612289,6.163314804,1.097934988,2.161671747,16.30828137,12.66670122,0.693147181,6.161207322,0.692131058,2.039354398,16.30828129,12.66669806,1.818272752,-0.367979951,0.712633286,2.791673033,2.53897635
